mov, 1225
push, 939
sub, 474
add, 372
call, 319
ret, 314
lea, 171
pop, 164
cmp, 163
leave, 160
test, 103
je, 52
jmp, 44
jns, 20
jl, 20
jne, 19
cdq, 17
idiv, 17
jge, 12
xor, 11
sete, 11
movs, 10
neg, 10
shr, 10
inc, 7
nop, 5
stos, 4
setb, 2
shl, 2
movzx, 2
