mov, 90
push, 68
fld, 39
fst, 38
lea, 25
sub, 23
add, 23
call, 20
ret, 18
leave, 12
jmp, 9
pop, 6
nop, 3
fmul, 2
fsub, 2
fadd, 2
fld1, 1
fxch, 1
