mov, 839
add, 245
cmp, 162
sub, 143
lea, 112
sar, 84
jmp, 68
shl, 48
idiv, 45
imul, 44
jge, 39
stos, 20
jg, 20
js, 16
push, 14
jle, 9
xor, 8
test, 6
pop, 6
call, 3
je, 3
div, 2
shr, 2
