mov, 88
inc, 12
push, 11
lea, 11
add, 11
sub, 6
cmp, 5
dec, 4
call, 4
leave, 3
ret, 3
nop, 2
jmp, 2
xor, 2
sal, 2
jl, 1
jg, 1
div, 1
imul, 1
shr, 1
js, 1
jle, 1
jge, 1
je, 1
